Record Date,Statement Fiscal Year,Restatement Flag,Agency Name,Gross Cost (in Billions),Earned Revenue (in Billions),Subtotal (in Billions),Change in Assumptions (in Billions),Net Cost (in Billions),Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2003-09-30,2002,Y,Department of Defense,420.4,13.9,null,null,406.5,3,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Education,49.9,4.8,null,null,45.1,4,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Energy,-3.0,4.8,null,null,-7.8,5,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Health & Human Services,499.9,27.0,null,null,472.9,6,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Homeland Security,null,null,null,null,null,7,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Housing & Urban Development,36.3,2.2,null,null,34.1,8,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of the Interior,15.0,0.7,null,null,14.3,9,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Justice,29.5,2.3,null,null,27.2,10,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Labor,64.7,null,null,null,64.7,11,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of State,10.9,0.9,null,null,10.0,12,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Transportation,65.4,1.6,null,null,63.8,13,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of the Treasury,66.0,3.6,null,null,62.4,14,2003,4,2003,3,09,30
2003-09-30,2002,Y,Interest on Treasury securities held by the public,175.4,null,null,null,175.4,15,2003,4,2003,3,09,30
2003-09-30,2002,Y,Department of Veterans Affairs,218.4,2.6,null,null,215.8,16,2003,4,2003,3,09,30
2003-09-30,2002,Y,U.S. Agency for International Development,8.0,null,null,null,8.0,17,2003,4,2003,3,09,30
2003-09-30,2002,Y,Environmental Protection Agency,8.2,0.5,null,null,7.7,18,2003,4,2003,3,09,30
2003-09-30,2002,Y,Federal Emergency Management Agency,6.2,1.8,null,null,4.4,19,2003,4,2003,3,09,30
2003-09-30,2002,Y,General Services Administration,-0.1,0.3,null,null,-0.4,20,2003,4,2003,3,09,30
2003-09-30,2002,Y,National Aeronautics & Space Administration,14.7,0.1,null,null,14.6,21,2003,4,2003,3,09,30
2003-09-30,2002,Y,National Science Foundation,4.2,null,null,null,4.2,22,2003,4,2003,3,09,30
2003-09-30,2002,Y,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,23,2003,4,2003,3,09,30
2003-09-30,2002,Y,Office of Personnel Management,0.2,null,null,null,0.2,24,2003,4,2003,3,09,30
2003-09-30,2002,Y,Small Business Administration,1.3,0.5,null,null,0.8,25,2003,4,2003,3,09,30
2003-09-30,2002,Y,Social Security Administration,492.9,0.3,null,null,492.6,26,2003,4,2003,3,09,30
2003-09-30,2002,Y,Export-Import Bank of the United States,-1.2,0.3,null,null,-1.5,27,2003,4,2003,3,09,30
2003-09-30,2002,Y,Federal Communications Commission,6.8,1.1,null,null,5.7,28,2003,4,2003,3,09,30
2003-09-30,2002,Y,Federal Deposit Insurance Corporation,1.8,0.7,null,null,1.1,29,2003,4,2003,3,09,30
2003-09-30,2002,Y,National Credit Union Administration,0.2,0.5,null,null,-0.3,30,2003,4,2003,3,09,30
2003-09-30,2002,Y,Pension Benefit Guaranty Corporation,12.7,0.9,null,null,11.8,31,2003,4,2003,3,09,30
2003-09-30,2002,Y,Railroad Retirement Board,9.3,null,null,null,9.3,32,2003,4,2003,3,09,30
2003-09-30,2002,Y,Tennessee Valley Authority,7.9,6.8,null,null,1.1,33,2003,4,2003,3,09,30
2003-09-30,2002,Y,United States Postal Service,83.1,66.4,null,null,16.7,34,2003,4,2003,3,09,30
2003-09-30,2002,Y,All other entities,22.8,0.8,null,null,22.0,35,2003,4,2003,3,09,30
2003-09-30,2002,Y,Total,2416.3,156.6,null,null,2259.7,36,2003,4,2003,3,09,30
2002-09-30,2002,N,Department of Agriculture,80.5,9.6,null,null,70.9,1,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Commerce,7.4,1.2,null,null,6.2,2,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Defense,420.4,13.9,null,null,406.5,3,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Education,49.9,4.8,null,null,45.1,4,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Energy,-3.0,4.8,null,null,-7.8,5,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Health & Human Services,499.9,27.0,null,null,472.9,6,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Housing & Urban Development,36.3,2.2,null,null,34.1,7,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Interior,15.0,0.7,null,null,14.3,8,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Justice,29.5,2.3,null,null,27.2,9,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Labor,64.7,null,null,null,64.7,10,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of State,10.9,0.9,null,null,10.0,11,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Transportation,65.4,1.6,null,null,63.8,12,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of the Treasury,66.0,3.6,null,null,62.4,13,2002,4,2002,3,09,30
2002-09-30,2002,N,Interest on debt held by the public,175.4,null,null,null,175.4,14,2002,4,2002,3,09,30
2002-09-30,2002,N,Department of Veterans Affairs,218.4,2.6,null,null,215.8,15,2002,4,2002,3,09,30
2002-09-30,2002,N,U.S. Agency for International Development,8.0,null,null,null,8.0,16,2002,4,2002,3,09,30
2002-09-30,2002,N,Environmental Protection Agency,8.2,0.5,null,null,7.7,17,2002,4,2002,3,09,30
2002-09-30,2002,N,Federal Emergency Management Agency,6.2,1.8,null,null,4.4,18,2002,4,2002,3,09,30
2002-09-30,2002,N,General Services Administration,-0.1,0.3,null,null,-0.4,19,2002,4,2002,3,09,30
2002-09-30,2002,N,National Aeronautics & Space Administration,14.7,0.1,null,null,14.6,20,2002,4,2002,3,09,30
2002-09-30,2002,N,National Science Foundation,4.2,null,null,null,4.2,21,2002,4,2002,3,09,30
2002-09-30,2002,N,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,22,2002,4,2002,3,09,30
2002-09-30,2002,N,Office of Personnel Management,0.2,null,null,null,0.2,23,2002,4,2002,3,09,30
2002-09-30,2002,N,Small Business Administration,1.3,0.5,null,null,0.8,24,2002,4,2002,3,09,30
2002-09-30,2002,N,Social Security Administration,492.9,0.3,null,null,492.6,25,2002,4,2002,3,09,30
2002-09-30,2002,N,Export-Import Bank of the United States,-1.2,0.3,null,null,-1.5,26,2002,4,2002,3,09,30
2002-09-30,2002,N,Federal Communications Commission,6.8,1.1,null,null,5.7,27,2002,4,2002,3,09,30
2002-09-30,2002,N,Federal Deposit Insurance Corporation,1.8,0.7,null,null,1.1,28,2002,4,2002,3,09,30
2002-09-30,2002,N,National Credit Union Administration,0.2,0.5,null,null,-0.3,29,2002,4,2002,3,09,30
2002-09-30,2002,N,Pension Benefit Guaranty Corporation,12.7,0.9,null,null,11.8,30,2002,4,2002,3,09,30
2002-09-30,2002,N,Railroad Retirement Board,9.3,null,null,null,9.3,31,2002,4,2002,3,09,30
2002-09-30,2002,N,Tennessee Valley Authority,7.9,6.8,null,null,1.1,32,2002,4,2002,3,09,30
2002-09-30,2002,N,United States Postal Service,83.1,66.4,null,null,16.7,33,2002,4,2002,3,09,30
2002-09-30,2002,N,All other entities,22.8,0.8,null,null,22.0,34,2002,4,2002,3,09,30
2002-09-30,2002,N,Total,2416.3,156.6,null,null,2259.7,35,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Agriculture,83.5,11.1,null,null,72.4,1,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Commerce,7.4,1.2,null,null,6.2,2,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Defense,776.8,12.6,null,null,764.2,3,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Education,39.9,4.1,null,null,35.8,4,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Energy,27.0,5.2,null,null,21.8,5,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Health & Human Services,459.2,24.7,null,null,434.5,6,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Housing & Urban Development,34.5,2.4,null,null,32.1,7,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Interior,11.7,0.3,null,null,11.4,8,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Justice,26.5,2.3,null,null,24.2,9,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Labor,42.3,null,null,null,42.3,10,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of State,10.0,1.0,null,null,9.0,11,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Transportation,63.6,0.3,null,null,63.3,12,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of the Treasury,60.0,4.4,null,null,55.6,13,2002,4,2002,3,09,30
2002-09-30,2001,Y,Interest on debt held by the public,217.7,null,null,null,217.7,14,2002,4,2002,3,09,30
2002-09-30,2001,Y,Department of Veterans Affairs,196.0,2.7,null,null,193.3,15,2002,4,2002,3,09,30
2002-09-30,2001,Y,U.S. Agency for International Development,7.1,0.1,null,null,7.0,16,2002,4,2002,3,09,30
2002-09-30,2001,Y,Environmental Protection Agency,8.4,0.5,null,null,7.9,17,2002,4,2002,3,09,30
2002-09-30,2001,Y,Federal Emergency Management Agency,6.3,1.6,null,null,4.7,18,2002,4,2002,3,09,30
2002-09-30,2001,Y,General Services Administration,0.1,0.3,null,null,-0.2,19,2002,4,2002,3,09,30
2002-09-30,2001,Y,National Aeronautics & Space Administration,9.2,0.1,null,null,9.1,20,2002,4,2002,3,09,30
2002-09-30,2001,Y,National Science Foundation,3.7,null,null,null,3.7,21,2002,4,2002,3,09,30
2002-09-30,2001,Y,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,22,2002,4,2002,3,09,30
2002-09-30,2001,Y,Office of Personnel Management,0.2,null,null,null,0.2,23,2002,4,2002,3,09,30
2002-09-30,2001,Y,Small Business Administration,0.8,0.2,null,null,0.6,24,2002,4,2002,3,09,30
2002-09-30,2001,Y,Social Security Administration,465.3,0.3,null,null,465.0,25,2002,4,2002,3,09,30
2002-09-30,2001,Y,Export-Import Bank of the United States,0.8,0.3,null,null,0.5,26,2002,4,2002,3,09,30
2002-09-30,2001,Y,Federal Communications Commission,14.9,6.7,null,null,8.2,27,2002,4,2002,3,09,30
2002-09-30,2001,Y,Federal Deposit Insurance Corporation,3.1,0.5,null,null,2.6,28,2002,4,2002,3,09,30
2002-09-30,2001,Y,National Credit Union Administration,0.3,0.4,null,null,-0.1,29,2002,4,2002,3,09,30
2002-09-30,2001,Y,Pension Benefit Guaranty Corporation,2.3,0.8,null,null,1.5,30,2002,4,2002,3,09,30
2002-09-30,2001,Y,Railroad Retirement Board,9.0,null,null,null,9.0,31,2002,4,2002,3,09,30
2002-09-30,2001,Y,Tennessee Valley Authority,11.8,6.9,null,null,4.9,32,2002,4,2002,3,09,30
2002-09-30,2001,Y,United States Postal Service,86.2,65.6,null,null,20.6,33,2002,4,2002,3,09,30
2002-09-30,2001,Y,All other entities,19.6,3.0,null,null,16.6,34,2002,4,2002,3,09,30
2002-09-30,2001,Y,Total,2705.8,160.0,null,null,2545.8,35,2002,4,2002,3,09,30
2001-09-30,2001,N,Department of Agriculture,83.5,11.1,null,null,72.4,1,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Commerce,7.4,1.2,null,null,6.2,2,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Defense,776.8,12.6,null,null,764.2,3,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Education,39.9,4.1,null,null,35.8,4,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Energy,27.0,5.2,null,null,21.8,5,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Health & Human Services,459.2,24.7,null,null,434.5,6,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Housing & Urban Development,34.5,2.4,null,null,32.1,7,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Interior,11.7,0.3,null,null,11.4,8,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Justice,26.5,2.3,null,null,24.2,9,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Labor,42.3,null,null,null,42.3,10,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of State,10.0,1.0,null,null,9.0,11,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Transportation,63.6,0.3,null,null,63.3,12,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of the Treasury,60.0,4.4,null,null,55.6,13,2001,4,2001,3,09,30
2001-09-30,2001,N,Interest on debt held by the public,217.7,null,null,null,217.7,14,2001,4,2001,3,09,30
2001-09-30,2001,N,Department of Veteran Affairs,196.0,2.7,null,null,193.3,15,2001,4,2001,3,09,30
2001-09-30,2001,N,Agency for International Development,7.1,0.1,null,null,7.0,16,2001,4,2001,3,09,30
2001-09-30,2001,N,Environmental Protection Agency,8.4,0.5,null,null,7.9,17,2001,4,2001,3,09,30
2001-09-30,2001,N,Federal Emergency Management Agency,6.3,1.6,null,null,4.7,18,2001,4,2001,3,09,30
2001-09-30,2001,N,General Services Administration,0.1,0.3,null,null,-0.2,19,2001,4,2001,3,09,30
2001-09-30,2001,N,National Aeronautics & Space Administration,9.2,0.1,null,null,9.1,20,2001,4,2001,3,09,30
2001-09-30,2001,N,National Science Foundation,3.7,null,null,null,3.7,21,2001,4,2001,3,09,30
2001-09-30,2001,N,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,22,2001,4,2001,3,09,30
2001-09-30,2001,N,Office of Personnel Management,0.2,null,null,null,0.2,23,2001,4,2001,3,09,30
2001-09-30,2001,N,Small Business Administration,0.8,0.2,null,null,0.6,24,2001,4,2001,3,09,30
2001-09-30,2001,N,Social Security Administration,465.3,0.3,null,null,465.0,25,2001,4,2001,3,09,30
2001-09-30,2001,N,Export-Import Bank of the United States,0.8,0.3,null,null,0.5,26,2001,4,2001,3,09,30
2001-09-30,2001,N,Federal Communications Commission,14.9,6.7,null,null,8.2,27,2001,4,2001,3,09,30
2001-09-30,2001,N,Federal Deposit Insurance Corporation,3.1,0.5,null,null,2.6,28,2001,4,2001,3,09,30
2001-09-30,2001,N,National Credit Union Administration,0.3,0.4,null,null,-0.1,29,2001,4,2001,3,09,30
2001-09-30,2001,N,Pension Benefit Guaranty Corporation,2.3,0.8,null,null,1.5,30,2001,4,2001,3,09,30
2001-09-30,2001,N,Railroad Retirement Board,9.0,null,null,null,9.0,31,2001,4,2001,3,09,30
2001-09-30,2001,N,Tennessee Valley Authority,11.8,6.9,null,null,4.9,32,2001,4,2001,3,09,30
2001-09-30,2001,N,United States Postal Service,86.2,65.6,null,null,20.6,33,2001,4,2001,3,09,30
2001-09-30,2001,N,All other entities,19.6,3.0,null,null,16.6,34,2001,4,2001,3,09,30
2001-09-30,2001,N,Total,2705.8,160.0,null,null,2545.8,35,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Agriculture,81.8,9.0,null,null,72.8,1,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Commerce,11.0,1.1,null,null,9.9,2,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Defense,393.5,11.3,null,null,382.2,3,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Education,32.9,3.3,null,null,29.6,4,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Energy,28.9,4.7,null,null,24.2,5,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Health & Human Services,410.2,23.0,null,null,387.2,6,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Housing & Urban Development,36.5,3.1,null,null,33.4,7,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Interior,13.3,2.9,null,null,10.4,8,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Justice,27.0,1.9,null,null,25.1,9,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Labor,32.8,1.2,null,null,31.6,10,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of State,9.4,0.5,null,null,8.9,11,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Transportation,48.9,0.2,null,null,48.7,12,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of the Treasury,65.4,6.3,null,null,59.1,13,2001,4,2001,3,09,30
2001-09-30,2000,Y,Interest on debt held by the public,230.2,null,null,null,230.2,14,2001,4,2001,3,09,30
2001-09-30,2000,Y,Department of Veteran Affairs,118.6,2.2,null,null,116.4,15,2001,4,2001,3,09,30
2001-09-30,2000,Y,Agency for International Development,6.9,null,null,null,6.9,16,2001,4,2001,3,09,30
2001-09-30,2000,Y,Environmental Protection Agency,8.3,0.3,null,null,8.0,17,2001,4,2001,3,09,30
2001-09-30,2000,Y,Federal Emergency Management Agency,4.7,1.6,null,null,3.1,18,2001,4,2001,3,09,30
2001-09-30,2000,Y,General Services Administration,0.3,0.3,null,null,null,19,2001,4,2001,3,09,30
2001-09-30,2000,Y,National Aeronautics & Space Administration,11.7,0.1,null,null,11.6,20,2001,4,2001,3,09,30
2001-09-30,2000,Y,National Science Foundation,3.5,null,null,null,3.5,21,2001,4,2001,3,09,30
2001-09-30,2000,Y,U.S. Nuclear Regulatory Commission,0.6,0.4,null,null,0.2,22,2001,4,2001,3,09,30
2001-09-30,2000,Y,Office of Personnel Management,0.2,null,null,null,0.2,23,2001,4,2001,3,09,30
2001-09-30,2000,Y,Small Business Administration,0.9,0.3,null,null,0.6,24,2001,4,2001,3,09,30
2001-09-30,2000,Y,Social Security Administration,448.7,3.9,null,null,444.8,25,2001,4,2001,3,09,30
2001-09-30,2000,Y,Export-Import Bank of the United States,1.1,1.2,null,null,-0.1,26,2001,4,2001,3,09,30
2001-09-30,2000,Y,Federal Communications Commission,1.4,5.7,null,null,-4.3,27,2001,4,2001,3,09,30
2001-09-30,2000,Y,Federal Deposit Insurance Corporation,1.4,-0.5,null,null,1.9,28,2001,4,2001,3,09,30
2001-09-30,2000,Y,National Credit Union Administration,0.3,0.1,null,null,0.2,29,2001,4,2001,3,09,30
2001-09-30,2000,Y,Pension Benefit Guaranty Corporation,0.6,0.8,null,null,-0.2,30,2001,4,2001,3,09,30
2001-09-30,2000,Y,Railroad Retirement Board,9.0,null,null,null,9.0,31,2001,4,2001,3,09,30
2001-09-30,2000,Y,Tennessee Valley Authority,7.6,6.7,null,null,0.9,32,2001,4,2001,3,09,30
2001-09-30,2000,Y,United States Postal Service,92.0,64.5,null,null,27.5,33,2001,4,2001,3,09,30
2001-09-30,2000,Y,All other entities,17.7,0.8,null,null,16.9,34,2001,4,2001,3,09,30
2001-09-30,2000,Y,Total,2157.3,156.9,null,null,2000.4,35,2001,4,2001,3,09,30
